scientificName;class;order;family;status;list
Callicebus cupreus;Mammalia;Primates;Pitheciidae;LC;ICMBIO 2018
Callicebus donacophilus;Mammalia;Primates;Pitheciidae;DD;ICMBIO 2018
Callicebus dubius;Mammalia;Primates;Pitheciidae;LC;ICMBIO 2018
Callicebus hoffmannsi;Mammalia;Primates;Pitheciidae;LC;ICMBIO 2018
Callicebus lucifer;Mammalia;Primates;Pitheciidae;LC;ICMBIO 2018
Callicebus lugens;Mammalia;Primates;Pitheciidae;LC;ICMBIO 2018
Callicebus melanochir;Mammalia;Primates;Pitheciidae;VU;ICMBIO 2018
Callicebus moloch;Mammalia;Primates;Pitheciidae;LC;ICMBIO 2018
Callicebus nigrifrons;Mammalia;Primates;Pitheciidae;LC;ICMBIO 2018
Callicebus pallescens;Mammalia;Primates;Pitheciidae;NA;ICMBIO 2018
Callicebus personatus;Mammalia;Primates;Pitheciidae;VU;ICMBIO 2018
Callicebus purinus;Mammalia;Primates;Pitheciidae;LC;ICMBIO 2018
Callicebus regulus;Mammalia;Primates;Pitheciidae;LC;ICMBIO 2018
Callicebus stephennashi;Mammalia;Primates;Pitheciidae;DD;ICMBIO 2018
Callicebus torquatus;Mammalia;Primates;Pitheciidae;LC;ICMBIO 2018
Callicebus vieirai;Mammalia;Primates;Pitheciidae;DD;ICMBIO 2018
Chiropotes albinasus;Mammalia;Primates;Pitheciidae;NT;ICMBIO 2018
Chiropotes chiropotes;Mammalia;Primates;Pitheciidae;LC;ICMBIO 2018
Chiropotes sagulatus;Mammalia;Primates;Pitheciidae;LC;ICMBIO 2018
Chiropotes satanas;Mammalia;Primates;Pitheciidae;CR;ICMBIO 2018
Chiropotes utahicki;Mammalia;Primates;Pitheciidae;VU;ICMBIO 2018
Pithecia albicans;Mammalia;Primates;Pitheciidae;LC;ICMBIO 2018
Pithecia irrorata;Mammalia;Primates;Pitheciidae;LC;ICMBIO 2018
Pithecia irrorata;Mammalia;Primates;Pitheciidae;DD;ICMBIO 2018
Pithecia monachus;Mammalia;Primates;Pitheciidae;LC;ICMBIO 2018
Pithecia pithecia;Mammalia;Primates;Pitheciidae;LC;ICMBIO 2018
Pithecia pithecia;Mammalia;Primates;Pitheciidae;LC;ICMBIO 2018
Cacajao ayresi;Mammalia;Primates;Pitheciidae;LC;IUCN 2024
Cacajao calvus;Mammalia;Primates;Pitheciidae;VU;IUCN 2024
Cacajao hosomi;Mammalia;Primates;Pitheciidae;VU;IUCN 2024
Cacajao melanocephalus;Mammalia;Primates;Pitheciidae;LC;IUCN 2024
Callicebus barbarabrownae;Mammalia;Primates;Pitheciidae;CR;IUCN 2024
Callicebus coimbrai;Mammalia;Primates;Pitheciidae;EN;IUCN 2024
Callicebus melanochir;Mammalia;Primates;Pitheciidae;VU;IUCN 2024
Callicebus nigrifrons;Mammalia;Primates;Pitheciidae;NT;IUCN 2024
Callicebus personatus;Mammalia;Primates;Pitheciidae;VU;IUCN 2024
Cheracebus lucifer;Mammalia;Primates;Pitheciidae;LC;IUCN 2024
Cheracebus lugens;Mammalia;Primates;Pitheciidae;LC;IUCN 2024
Cheracebus regulus;Mammalia;Primates;Pitheciidae;LC;IUCN 2024
Cheracebus torquatus;Mammalia;Primates;Pitheciidae;LC;IUCN 2024
Chiropotes albinasus;Mammalia;Primates;Pitheciidae;VU;IUCN 2024
Chiropotes chiropotes;Mammalia;Primates;Pitheciidae;LC;IUCN 2024
Chiropotes sagulatus;Mammalia;Primates;Pitheciidae;LC;IUCN 2024
Chiropotes satanas;Mammalia;Primates;Pitheciidae;EN;IUCN 2024
Chiropotes utahickae;Mammalia;Primates;Pitheciidae;VU;IUCN 2024
Pithecia albicans;Mammalia;Primates;Pitheciidae;LC;IUCN 2024
Pithecia cazuzai;Mammalia;Primates;Pitheciidae;DD;IUCN 2024
Pithecia chrysocephala;Mammalia;Primates;Pitheciidae;LC;IUCN 2024
Pithecia hirsuta;Mammalia;Primates;Pitheciidae;LC;IUCN 2024
Pithecia inusta;Mammalia;Primates;Pitheciidae;LC;IUCN 2024
Pithecia mittermeieri;Mammalia;Primates;Pitheciidae;VU;IUCN 2024
Pithecia monachus;Mammalia;Primates;Pitheciidae;LC;IUCN 2024
Pithecia pissinattii;Mammalia;Primates;Pitheciidae;DD;IUCN 2024
Pithecia pithecia;Mammalia;Primates;Pitheciidae;LC;IUCN 2024
Pithecia rylandsi;Mammalia;Primates;Pitheciidae;VU;IUCN 2024
Pithecia vanzolinii;Mammalia;Primates;Pitheciidae;DD;IUCN 2024
Plecturocebus baptista;Mammalia;Primates;Pitheciidae;LC;IUCN 2024
Plecturocebus bernhardi;Mammalia;Primates;Pitheciidae;LC;IUCN 2024
Plecturocebus brunneus;Mammalia;Primates;Pitheciidae;VU;IUCN 2024
Plecturocebus caligatus;Mammalia;Primates;Pitheciidae;LC;IUCN 2024
Plecturocebus cinerascens;Mammalia;Primates;Pitheciidae;LC;IUCN 2024
Plecturocebus cupreus;Mammalia;Primates;Pitheciidae;LC;IUCN 2024
Plecturocebus donacophilus;Mammalia;Primates;Pitheciidae;LC;IUCN 2024
Plecturocebus dubius;Mammalia;Primates;Pitheciidae;LC;IUCN 2024
Plecturocebus grovesi;Mammalia;Primates;Pitheciidae;CR;IUCN 2024
Plecturocebus hoffmannsi;Mammalia;Primates;Pitheciidae;LC;IUCN 2024
Plecturocebus miltoni;Mammalia;Primates;Pitheciidae;DD;IUCN 2024
Plecturocebus moloch;Mammalia;Primates;Pitheciidae;LC;IUCN 2024
Plecturocebus pallescens;Mammalia;Primates;Pitheciidae;LC;IUCN 2024
Plecturocebus parecis;Mammalia;Primates;Pitheciidae;NT;IUCN 2024
Plecturocebus stephennashi;Mammalia;Primates;Pitheciidae;DD;IUCN 2024
Plecturocebus toppini;Mammalia;Primates;Pitheciidae;LC;IUCN 2024
Plecturocebus vieirai;Mammalia;Primates;Pitheciidae;CR;IUCN 2024
Cacajao ayresi;Mammalia;Primates;Pitheciidae;LC;MMA 2022
Cacajao calvus;Mammalia;Primates;Pitheciidae;LC;MMA 2022
Cacajao melanocephalus;Mammalia;Primates;Pitheciidae;NT;MMA 2022
Cacajao novaesi;Mammalia;Primates;Pitheciidae;NT;MMA 2022
Cacajao ouakary;Mammalia;Primates;Pitheciidae;LC;MMA 2022
Cacajao rubicundus;Mammalia;Primates;Pitheciidae;LC;MMA 2022
Cacajao ucayalii;Mammalia;Primates;Pitheciidae;DD;MMA 2022
Callicebus barbarabrownae;Mammalia;Primates;Pitheciidae;CR;MMA 2022
Callicebus bernhardi;Mammalia;Primates;Pitheciidae;LC;MMA 2022
Callicebus brunneus;Mammalia;Primates;Pitheciidae;NT;MMA 2022
Callicebus coimbrai;Mammalia;Primates;Pitheciidae;EN;MMA 2022
Callicebus melanochir;Mammalia;Primates;Pitheciidae;VU;MMA 2022
Callicebus nigrifrons;Mammalia;Primates;Pitheciidae;LC;MMA 2022
Callicebus personatus;Mammalia;Primates;Pitheciidae;VU;MMA 2022
Cheracebus lucifer;Mammalia;Primates;Pitheciidae;LC;MMA 2022
Cheracebus lugens;Mammalia;Primates;Pitheciidae;LC;MMA 2022
Cheracebus regulus;Mammalia;Primates;Pitheciidae;LC;MMA 2022
Cheracebus torquatus;Mammalia;Primates;Pitheciidae;LC;MMA 2022
Chiropotes albinasus;Mammalia;Primates;Pitheciidae;LC;MMA 2022
Chiropotes chiropotes;Mammalia;Primates;Pitheciidae;LC;MMA 2022
Chiropotes sagulatus;Mammalia;Primates;Pitheciidae;LC;MMA 2022
Chiropotes satanas;Mammalia;Primates;Pitheciidae;CR;MMA 2022
Chiropotes utahickae;Mammalia;Primates;Pitheciidae;VU;MMA 2022
Pithecia albicans;Mammalia;Primates;Pitheciidae;LC;MMA 2022
Pithecia chrysocephala;Mammalia;Primates;Pitheciidae;LC;MMA 2022
Pithecia irrorata;Mammalia;Primates;Pitheciidae;LC;MMA 2022
Pithecia monachus;Mammalia;Primates;Pitheciidae;LC;MMA 2022
Pithecia vanzolinii;Mammalia;Primates;Pitheciidae;LC;MMA 2022
Plecturocebus baptista;Mammalia;Primates;Pitheciidae;LC;MMA 2022
Plecturocebus caligatus;Mammalia;Primates;Pitheciidae;LC;MMA 2022
Plecturocebus cinerascens;Mammalia;Primates;Pitheciidae;LC;MMA 2022
Plecturocebus cupreus;Mammalia;Primates;Pitheciidae;LC;MMA 2022
Plecturocebus hoffmannsi;Mammalia;Primates;Pitheciidae;LC;MMA 2022
Plecturocebus miltoni;Mammalia;Primates;Pitheciidae;LC;MMA 2022
Plecturocebus moloch;Mammalia;Primates;Pitheciidae;LC;MMA 2022
Plecturocebus pallescens;Mammalia;Primates;Pitheciidae;DD;MMA 2022
Plecturocebus stephennashi;Mammalia;Primates;Pitheciidae;LC;MMA 2022
Plecturocebus toppini;Mammalia;Primates;Pitheciidae;LC;MMA 2022
Plecturocebus vieirai;Mammalia;Primates;Pitheciidae;LC;MMA 2022
Cavia aperea;Mammalia;Rodentia;Caviidae;LC;ICMBIO 2018
Cavia fulgida;Mammalia;Rodentia;Caviidae;LC;ICMBIO 2018
Cavia intermedia;Mammalia;Rodentia;Caviidae;CR;ICMBIO 2018
Cavia magna;Mammalia;Rodentia;Caviidae;NT;ICMBIO 2018
Galea spixii;Mammalia;Rodentia;Caviidae;LC;ICMBIO 2018
Hydrochoerus hydrochaeris;Mammalia;Rodentia;Caviidae;LC;ICMBIO 2018
Kerodon acrobata;Mammalia;Rodentia;Caviidae;VU;ICMBIO 2018
Kerodon rupestris;Mammalia;Rodentia;Caviidae;VU;ICMBIO 2018
Cavia aperea;Mammalia;Rodentia;Caviidae;LC;IUCN 2024
Cavia fulgida;Mammalia;Rodentia;Caviidae;LC;IUCN 2024
Cavia intermedia;Mammalia;Rodentia;Caviidae;CR;IUCN 2024
Cavia magna;Mammalia;Rodentia;Caviidae;LC;IUCN 2024
Galea flavidens;Mammalia;Rodentia;Caviidae;LC;IUCN 2024
Galea spixii;Mammalia;Rodentia;Caviidae;LC;IUCN 2024
Hydrochoerus hydrochaeris;Mammalia;Rodentia;Caviidae;LC;IUCN 2024
Kerodon acrobata;Mammalia;Rodentia;Caviidae;DD;IUCN 2024
